,gram_count,document_count,Average_freq
patterns between,2,2,1.0
between temraz,2,2,1.0
the so,2,2,1.0
the rule,2,2,1.0
rule could,2,2,1.0
from differences,1,1,1.0
differences found,2,2,1.0
found between,2,2,1.0
between historical,2,2,1.0
historical instances,2,2,1.0
instances showing,2,2,1.0
they often,2,2,1.0
often lead,2,2,1.0
a uplift,2,2,1.0
uplift in,2,2,1.0
in price,2,2,1.0
price other,2,2,1.0
other features,4,2,2.0
features being,2,2,1.0
being equal,2,2,1.0
equal so,2,2,1.0
cbr these,2,2,1.0
these adaptation,2,2,1.0
rules help,2,2,1.0
help to,2,2,1.0
to bridge,2,2,1.0
bridge holes,2,2,1.0
holes in,2,2,1.0
the by,3,3,1.0
by providing,2,2,1.0
providing plausible,2,2,1.0
plausible transformations,2,2,1.0
transformations of,2,2,1.0
known datapoints,2,2,1.0
datapoints counterfactuals,2,2,1.0
are special,2,2,1.0
special case,2,2,1.0
case of,15,5,3.0
of an,6,5,1.2
an adaption,2,2,1.0
adaption rule,2,2,1.0
rule they,2,2,1.0
they capture,2,2,1.0
capture the,2,2,1.0
the key,6,4,1.5
key that,1,1,1.0
that lead,2,2,1.0
to class,7,5,1.4
class changes,2,2,1.0
changes across,2,2,1.0
across the,4,3,1.3333333333333333
boundary between,3,3,1.0
instances so,2,2,1.0
so when,2,2,1.0
when we,3,3,1.0
we apply,5,3,1.6666666666666667
apply them,2,2,1.0
create synthetic,2,2,1.0
instances they,1,1,1.0
they stand,2,2,1.0
stand a,2,2,1.0
good chance,2,2,1.0
chance of,3,3,1.0
of being,4,3,1.3333333333333333
being plausible,2,2,1.0
plausible as,2,2,1.0
are based,9,5,1.8
on prior,2,2,1.0
prior local,2,2,1.0
local transformations,2,2,1.0
transformations though,2,2,1.0
though they,1,1,1.0
they lack,1,1,1.0
lack generality,2,2,1.0
generality they,2,2,1.0
not created,2,2,1.0
created from,2,2,1.0
from multiple,2,2,1.0
multiple pairings,2,2,1.0
pairings of,2,2,1.0
same as,3,2,1.5
as is,3,3,1.0
the case,14,5,2.8
for learned,2,2,1.0
learned adaption,2,2,1.0
adaption rules,2,2,1.0
rules perhaps,2,2,1.0
perhaps they,2,2,1.0
may work,4,2,2.0
work because,4,2,2.0
are so,2,2,1.0
so constrained,2,2,1.0
constrained and,4,2,2.0
and local,2,2,1.0
local cfa,1,1,1.0
cfa only,2,2,1.0
considers native,2,2,1.0
counterfactual with,2,2,1.0
with feature,4,2,2.0
differences so,2,2,1.0
the is,4,3,1.3333333333333333
is highly,2,2,1.0
highly constrained,2,2,1.0
and specific,2,2,1.0
specific to,2,2,1.0
the instances,5,3,1.6666666666666667
are already,2,2,1.0
already very,1,1,1.0
similar all,2,2,1.0
are essentially,2,2,1.0
essentially identical,2,2,1.0
identical to,2,2,1.0
to put,4,2,2.0
put it,2,2,1.0
it simply,2,2,1.0
simply cfa,2,2,1.0
cfa delivers,2,2,1.0
delivers good,2,2,1.0
counterfactual rules,2,2,1.0
rules that,2,2,1.0
that work,2,2,1.0
work locally,2,2,1.0
locally to,2,2,1.0
plausible datapoints,2,2,1.0
datapoints that,2,2,1.0
are predictively,2,2,1.0
predictively useful,2,2,1.0
useful so,2,2,1.0
so it,6,3,2.0
it looks,2,2,1.0
looks like,2,2,1.0
like the,2,2,1.0
the nature,5,5,1.0
nature of,12,6,2.0
is important,4,4,1.0
method what,2,2,1.0
what are,2,2,1.0
are cfa,2,2,1.0
s limitations,2,2,1.0
limitations the,2,2,1.0
the to,2,2,1.0
success question,2,2,1.0
question is,2,2,1.0
the failure,2,2,1.0
failure one,2,2,1.0
one namely,2,2,1.0
namely when,2,2,1.0
when do,2,2,1.0
do we,2,2,1.0
we think,2,2,1.0
think cfa,2,2,1.0
cfa will,2,2,1.0
will fail,2,2,1.0
fail and,2,2,1.0
and what,2,2,1.0
what limitations,2,2,1.0
limitations might,2,2,1.0
might it,2,2,1.0
it encounter,2,2,1.0
encounter the,2,2,1.0
current experiments,2,2,1.0
experiments a,2,2,1.0
a version,2,2,1.0
of cfa,2,2,1.0
that performs,3,3,1.0
performs well,5,3,1.6666666666666667
well so,2,2,1.0
not immediately,2,2,1.0
immediately clear,2,2,1.0
clear what,2,2,1.0
what would,2,2,1.0
would lead,2,2,1.0
lead cfa,2,2,1.0
to fail,5,3,1.6666666666666667
fail however,1,1,1.0
however there,4,3,1.3333333333333333
are several,5,4,1.25
several conditions,2,2,1.0
which cfa,2,2,1.0
be less,5,4,1.25
less good,2,2,1.0
good with,2,2,1.0
to i,2,2,1.0
i the,2,2,1.0
the quality,5,2,2.5
quality of,8,3,2.6666666666666665
differences ii,2,2,1.0
ii the,2,2,1.0
constraint and,2,2,1.0
and iii,4,2,2.0
iii the,2,2,1.0
of different,7,5,1.4
different tolerances,2,2,1.0
tolerances temraz,2,2,1.0
augmentation quality,2,2,1.0
dataset fundamentally,2,2,1.0
fundamentally cfa,2,2,1.0
cfa depends,2,2,1.0
depends on,5,3,1.6666666666666667
of native,2,2,1.0
for its,3,3,1.0
success to,2,2,1.0
put this,2,2,1.0
this another,2,2,1.0
another way,3,3,1.0
way there,2,2,1.0
there needs,2,2,1.0
be a,7,5,1.4
a rich,2,2,1.0
rich and,2,2,1.0
and diverse,4,2,2.0
diverse set,2,2,1.0
counterfactual pairings,2,2,1.0
a clear,2,2,1.0
clear decision,2,2,1.0
boundary without,2,2,1.0
without these,2,2,1.0
these counterfactuals,2,2,1.0
counterfactuals the,2,2,1.0
the ability,3,3,1.0
ability to,3,3,1.0
datapoints will,1,1,1.0
be hampered,1,1,1.0
hampered current,2,2,1.0
current indications,2,2,1.0
indications are,2,2,1.0
are that,2,2,1.0
that at,2,2,1.0
at least,6,5,1.2
least of,2,2,1.0
class need,2,2,1.0
be involved,2,2,1.0
in these,2,2,1.0
in order,22,6,3.6666666666666665
order to,22,6,3.6666666666666665
provide a,10,5,2.0
a basis,2,2,1.0
however we,3,3,1.0
have not,3,3,1.0
not systematically,2,2,1.0
systematically tested,1,1,1.0
tested how,1,1,1.0
how changes,2,2,1.0
changes in,4,2,2.0
this percentage,2,2,1.0
percentage affect,2,2,1.0
affect performance,2,2,1.0
performance what,2,2,1.0
what we,2,2,1.0
do know,2,2,1.0
know is,2,2,1.0
many datasets,2,2,1.0
datasets the,7,4,1.75
current parameters,2,2,1.0
cfa deliver,2,2,1.0
deliver good,2,2,1.0
good performance,2,2,1.0
performance so,2,2,1.0
this factor,2,2,1.0
factor might,2,2,1.0
be quite,3,3,1.0
quite robust,2,2,1.0
robust to,2,2,1.0
to disruption,2,2,1.0
disruption the,2,2,1.0
constraint a,2,2,1.0
key hyperparameter,2,2,1.0
hyperparameter for,2,2,1.0
counterfactuals build,2,2,1.0
build from,2,2,1.0
dataset involve,2,2,1.0
involve no,2,2,1.0
two this,2,2,1.0
a strong,3,3,1.0
strong constraint,2,2,1.0
was made,4,4,1.0
made originally,2,2,1.0
originally on,2,2,1.0
grounds in,2,2,1.0
xai that,2,2,1.0
is it,2,2,1.0
shown that,7,4,1.75
that people,2,2,1.0
people prefer,2,2,1.0
prefer sparse,2,2,1.0
differences as,2,2,1.0
to comprehend,2,2,1.0
comprehend however,2,2,1.0
this rationale,2,2,1.0
rationale from,2,2,1.0
from xai,2,2,1.0
xai does,2,2,1.0
not apply,2,2,1.0
apply to,2,2,1.0
the may,2,2,1.0
it produces,2,2,1.0
produces very,2,2,1.0
very counterfactual,1,1,1.0
pairs so,2,2,1.0
so they,2,2,1.0
they produce,2,2,1.0
produce very,2,2,1.0
very simple,3,3,1.0
simple adaptation,2,2,1.0
rules in,2,2,1.0
which most,3,3,1.0
most features,2,2,1.0
features remain,2,2,1.0
remain the,2,2,1.0
same between,2,2,1.0
a small,5,5,1.0
small number,3,3,1.0
features differ,2,2,1.0
differ these,2,2,1.0
these difference,2,2,1.0
difference patterns,2,2,1.0
patterns may,2,2,1.0
more representative,2,2,1.0
representative of,2,2,1.0
of valid,2,2,1.0
valid in,2,2,1.0
dataset and,8,5,1.6
hence be,2,2,1.0
to produce,5,3,1.6666666666666667
produce good,2,2,1.0
good synthetic,2,2,1.0
datapoints these,2,2,1.0
these is,2,2,1.0
is some,3,3,1.0
some evidence,3,3,1.0
evidence to,2,2,1.0
to support,5,3,1.6666666666666667
support this,2,2,1.0
this proposition,2,2,1.0
proposition in,2,2,1.0
in prior,2,2,1.0
prior work,2,2,1.0
work temraz,2,2,1.0
al report,2,2,1.0
report that,2,2,1.0
that in,12,4,3.0
in pilot,2,2,1.0
pilot runs,2,2,1.0
runs of,3,3,1.0
their experiments,2,2,1.0
experiments they,2,2,1.0
they explored,2,2,1.0
explored using,1,1,1.0
and counterfactuals,2,2,1.0
counterfactuals but,2,2,1.0
but found,2,2,1.0
found they,2,2,1.0
they did,2,2,1.0
not significantly,2,2,1.0
significantly improve,2,2,1.0
improve importance,1,1,1.0
importance that,2,2,1.0
is they,2,2,1.0
were less,2,2,1.0
generate useful,2,2,1.0
useful minority,1,1,1.0
instances we,2,2,1.0
not know,2,2,1.0
know whether,2,2,1.0
whether similar,2,2,1.0
similar results,2,2,1.0
results would,2,2,1.0
for other,3,3,1.0
other datasets,2,2,1.0
datasets though,2,2,1.0
though the,4,4,1.0
the fact,6,5,1.2
fact that,6,5,1.2
the keane,2,2,1.0
augmentation difference,2,2,1.0
difference constraint,2,2,1.0
constraint works,4,2,2.0
works here,2,2,1.0
here for,2,2,1.0
with features,2,2,1.0
features suggests,2,2,1.0
this constraint,2,2,1.0
works quite,2,2,1.0
quite generally,2,2,1.0
generally so,2,2,1.0
again we,2,2,1.0
we would,5,4,1.25
would expect,2,2,1.0
expect cfa,2,2,1.0
fail if,2,2,1.0
if higher,2,2,1.0
higher numbers,2,2,1.0
numbers of,6,5,1.2
of were,1,1,1.0
computing the,4,4,1.0
counterfactuals when,2,2,1.0
applying the,6,3,2.0
method the,8,4,2.0
of tolerance,4,2,2.0
tolerance a,2,2,1.0
a final,3,3,1.0
final key,2,2,1.0
key parameter,2,2,1.0
counterfactual we,2,2,1.0
apply a,3,3,1.0
a tolerance,2,2,1.0
tolerance to,4,2,2.0
feature values,3,3,1.0
values specifically,2,2,1.0
specifically we,2,2,1.0
we allow,2,2,1.0
allow features,2,2,1.0
feature this,1,1,1.0
this was,1,1,1.0
was applied,2,2,1.0
applied uniformly,2,2,1.0
uniformly across,2,2,1.0
of our,4,4,1.0
our datasets,2,2,1.0
datasets keane,2,2,1.0
smyth used,2,2,1.0
used a,3,3,1.0
a more,15,3,5.0
more tolerance,1,1,1.0
tolerance scheme,2,2,1.0
scheme that,2,2,1.0
that tailored,2,2,1.0
tailored the,2,2,1.0
the tolerance,2,2,1.0
to each,4,4,1.0
they varied,2,2,1.0
varied the,2,2,1.0
the tolerances,2,2,1.0
tolerances for,2,2,1.0
feature until,2,2,1.0
until changes,2,2,1.0
classification of,6,4,1.5
dataset arose,2,2,1.0
arose and,2,2,1.0
then chose,2,2,1.0
chose a,2,2,1.0
a relative,3,3,1.0
relative tolerance,2,2,1.0
tolerance that,2,2,1.0
that produced,3,3,1.0
produced no,2,2,1.0
no classification,3,3,1.0
classification change,2,2,1.0
change obviously,2,2,1.0
obviously without,2,2,1.0
fewer would,1,1,1.0
diminish the,2,2,1.0
boundary fundamentally,2,2,1.0
fundamentally like,2,2,1.0
like cfa,2,2,1.0
cfa works,2,2,1.0
works with,2,2,1.0
with instances,2,2,1.0
so clearly,1,1,1.0
clearly the,1,1,1.0
the definition,2,2,1.0
definition and,2,2,1.0
and nature,2,2,1.0
of that,3,3,1.0
that decision,2,2,1.0
boundary is,6,4,1.5
is critical,2,2,1.0
critical to,2,2,1.0
to its,4,4,1.0
its successful,2,2,1.0
successful performance,2,2,1.0
performance if,2,2,1.0
instances around,2,2,1.0
around the,2,2,1.0
are noisy,2,2,1.0
noisy and,4,3,1.3333333333333333
is less,2,2,1.0
less then,2,2,1.0
then cfa,2,2,1.0
to disimprove,1,1,1.0
disimprove in,2,2,1.0
this respect,2,2,1.0
respect it,2,2,1.0
is interesting,2,2,1.0
interesting note,2,2,1.0
note that,26,5,5.2
does best,2,2,1.0
best using,2,2,1.0
and random,5,4,1.25
random forests,4,2,2.0
forests models,2,2,1.0
models relative,2,2,1.0
and linear,2,2,1.0
linear regression,2,2,1.0
regression models,2,2,1.0
models with,2,2,1.0
latter doing,2,2,1.0
doing the,2,2,1.0
the worst,5,3,1.6666666666666667
worst on,2,2,1.0
on auc,2,2,1.0
auc conclusion,2,2,1.0
conclusion in,2,2,1.0
paper a,2,2,1.0
novel oversampling,2,2,1.0
cfa was,2,2,1.0
was proposed,8,4,2.0
to handle,7,4,1.75
handle the,3,3,1.0
for binary,2,2,1.0
tasks cfa,2,2,1.0
a approach,5,3,1.6666666666666667
the essence,2,2,1.0
essence of,2,2,1.0
this temraz,2,2,1.0
it oversamples,2,2,1.0
oversamples by,2,2,1.0
by adaptively,3,3,1.0
adaptively combining,2,2,1.0
combining actual,2,2,1.0
actual from,2,2,1.0
from dataset,2,2,1.0
dataset instances,2,2,1.0
than values,2,2,1.0
instances the,5,3,1.6666666666666667
key discoveries,2,2,1.0
discoveries made,2,2,1.0
made are,2,2,1.0
are i,2,2,1.0
i counterfactual,2,2,1.0
methods developed,3,3,1.0
for xai,2,2,1.0
xai can,2,2,1.0
be usefully,2,2,1.0
usefully deployed,2,2,1.0
deployed to,2,2,1.0
to augment,2,2,1.0
augment datasets,2,2,1.0
with synthetic,2,2,1.0
cases in,7,3,2.3333333333333335
the ml,1,1,1.0
models ii,2,2,1.0
ii this,2,2,1.0
can successfully,2,2,1.0
successfully introduce,2,2,1.0
introduce new,2,2,1.0
minority examples,21,4,5.25
by leveraging,2,2,1.0
leveraging known,1,1,1.0
known in,1,1,1.0
iii this,2,2,1.0
can outperform,2,2,1.0
outperform many,2,2,1.0
many key,2,2,1.0
key benchmark,2,2,1.0
benchmark smote,2,2,1.0
a wide,3,3,1.0
with differing,2,2,1.0
differing imbalance,2,2,1.0
ratios using,2,2,1.0
using representative,2,2,1.0
representative ml,2,2,1.0
models acknowledgements,2,2,1.0
acknowledgements this,2,2,1.0
this publication,3,3,1.0
publication has,2,2,1.0
has emanated,2,2,1.0
emanated from,2,2,1.0
from research,2,2,1.0
research conducted,2,2,1.0
conducted with,2,2,1.0
the financial,2,2,1.0
financial support,2,2,1.0
support of,3,3,1.0
of i,2,2,1.0
i science,2,2,1.0
science foundation,2,2,1.0
foundation ireland,2,2,1.0
ireland sfi,2,2,1.0
sfi to,2,2,1.0
analytics under,2,2,1.0
under grant,4,2,2.0
grant number,4,2,2.0
number and,2,2,1.0
ii sfi,2,2,1.0
sfi and,2,2,1.0
the department,6,4,1.5
department of,9,5,1.8
of agriculture,2,2,1.0
agriculture food,2,2,1.0
food and,2,2,1.0
and marine,2,2,1.0
marine on,2,2,1.0
on behalf,2,2,1.0
behalf of,2,2,1.0
the government,2,2,1.0
government of,2,2,1.0
of ireland,2,2,1.0
ireland to,2,2,1.0
the vistamilk,2,2,1.0
centre under,2,2,1.0
number references,2,2,1.0
references aggarwal,2,2,1.0
aggarwal chen,2,2,1.0
chen han,2,2,1.0
han j,2,2,1.0
j the,2,2,1.0
the inverse,2,2,1.0
inverse classification,4,2,2.0
classification problem,4,3,1.3333333333333333
problem journal,2,2,1.0
journal of,39,6,6.5
science and,15,5,3.0
and technology,6,4,1.5
technology fernandez,2,2,1.0
fernandez luengo,2,2,1.0
luengo derrac,2,2,1.0
derrac garcía,2,2,1.0
garcía sánchez,2,2,1.0
sánchez herrera,2,2,1.0
herrera keel,2,2,1.0
keel software,2,2,1.0
software tool,2,2,1.0
tool data,2,2,1.0
set repository,2,2,1.0
repository integration,2,2,1.0
integration of,4,3,1.3333333333333333
and experimental,2,2,1.0
experimental analysis,2,2,1.0
analysis framework,2,2,1.0
framework journal,2,2,1.0
of logic,2,2,1.0
logic and,2,2,1.0
and soft,5,3,1.6666666666666667
soft computing,5,3,1.6666666666666667
computing asuncion,2,2,1.0
asuncion newman,2,2,1.0
newman uci,3,3,1.0
uci machine,7,4,1.75
learning repository,7,4,1.75
repository https,2,2,1.0
https bache,2,2,1.0
bache lichman,2,2,1.0
lichman uci,3,3,1.0
repository batista,2,2,1.0
batista prati,4,4,1.0
prati monard,3,3,1.0
monard a,4,4,1.0
a study,5,4,1.25
study of,6,4,1.5
the behavior,4,4,1.0
behavior of,4,4,1.0
of several,5,5,1.0
several methods,5,5,1.0
for balancing,4,4,1.0
balancing machine,4,4,1.0
learning training,5,5,1.0
data sigkdd,6,4,1.5
sigkdd explor,3,3,1.0
explor temraz,2,2,1.0
augmentation bellinger,2,2,1.0
bellinger sharma,2,2,1.0
sharma japkowicz,2,2,1.0
japkowicz zaïane,2,2,1.0
zaïane framework,2,2,1.0
framework for,7,4,1.75
for extreme,2,2,1.0
extreme imbalance,2,2,1.0
imbalance classification,4,2,2.0
classification with,3,3,1.0
class knowledge,2,2,1.0
knowledge and,9,3,3.0
and systems,1,1,1.0
systems bishop,2,2,1.0
bishop pattern,2,2,1.0
pattern recognition,13,4,3.25
recognition and,3,3,1.0
and machine,3,3,1.0
learning springer,2,2,1.0
springer blake,2,2,1.0
blake merz,2,2,1.0
merz uci,2,2,1.0
uci repository,3,3,1.0
repository of,2,2,1.0
of machine,11,5,2.2
learning databases,2,2,1.0
databases department,2,2,1.0
university of,9,5,1.8
of california,2,2,1.0
california bunkhumpornpat,2,2,1.0
bunkhumpornpat sinapiromsaran,5,3,1.6666666666666667
sinapiromsaran lursinsap,4,2,2.0
lursinsap minority,2,2,1.0
for handling,8,4,2.0
class problem,1,1,1.0
in proceedings,61,5,12.2
proceedings of,65,5,13.0
the conference,6,2,3.0
conference on,87,5,17.4
on advances,6,3,2.0
advances in,11,5,2.2
in knowledge,4,3,1.3333333333333333
knowledge discovery,12,5,2.4
discovery and,9,5,1.8
data mining,33,6,5.5
mining bunkhumpornpat,2,2,1.0
lursinsap dbsmote,2,2,1.0
dbsmote synthetic,1,1,1.0
technique applied,2,2,1.0
applied intelligence,2,2,1.0
intelligence chawla,2,2,1.0
chawla bowyer,4,4,1.0
bowyer hall,5,5,1.0
hall kegelmeyer,2,2,1.0
kegelmeyer smote,5,5,1.0
technique journal,4,4,1.0
of artificial,6,3,2.0
artificial intelligence,24,4,6.0
intelligence research,7,4,1.75
research chawla,2,2,1.0
chawla lazarevic,4,4,1.0
lazarevic hall,4,4,1.0
hall bowyer,3,3,1.0
bowyer smoteboost,3,3,1.0
smoteboost improving,3,3,1.0
improving prediction,4,4,1.0
prediction of,4,4,1.0
in boosting,15,4,3.75
boosting knowledge,2,2,1.0
discovery in,3,3,1.0
in databases,3,3,1.0
databases pkdd,2,2,1.0
pkdd cristianini,2,2,1.0
cristianini j,2,2,1.0
j an,2,2,1.0
an introduction,2,2,1.0
introduction to,2,2,1.0
support vector,14,5,2.8
vector machines,9,5,1.8
machines and,3,3,1.0
and other,6,4,1.5
other learning,2,2,1.0
learning methods,12,5,2.4
methods cambridge,2,2,1.0
cambridge uk,2,2,1.0
uk cambridge,2,2,1.0
cambridge university,2,2,1.0
university press,2,2,1.0
press dandl,2,2,1.0
dandl molnar,2,2,1.0
molnar binder,2,2,1.0
binder bischl,2,2,1.0
bischl b,2,2,1.0
b counterfactual,1,1,1.0
explanations in,6,2,3.0
in international,15,3,5.0
international conference,51,5,10.2
on parallel,2,2,1.0
parallel problem,2,2,1.0
problem solving,2,2,1.0
solving from,2,2,1.0
from nature,2,2,1.0
nature d,2,2,1.0
d aquin,2,2,1.0
aquin badra,2,2,1.0
badra lafrogne,2,2,1.0
lafrogne lieber,2,2,1.0
lieber napoli,2,2,1.0
napoli szathmary,2,2,1.0
szathmary case,2,2,1.0
case base,2,2,1.0
base mining,2,2,1.0
mining for,5,3,1.6666666666666667
for adaptation,2,2,1.0
adaptation knowledge,2,2,1.0
knowledge acquisition,2,2,1.0
acquisition in,2,2,1.0
the twentieth,2,2,1.0
twentieth joint,1,1,1.0
joint conference,15,4,3.75
on artificial,11,3,3.6666666666666665
intelligence dasarathy,2,2,1.0
dasarathy b,2,2,1.0
b minimal,2,2,1.0
minimal consistent,2,2,1.0
consistent set,2,2,1.0
set mcs,2,2,1.0
mcs identification,2,2,1.0
identification for,4,2,2.0
for optimal,3,3,1.0
optimal nearest,1,1,1.0
neighbor decision,2,2,1.0
decision systems,2,2,1.0
systems design,2,2,1.0
design ieee,2,2,1.0
ieee transactions,36,5,7.2
transactions on,37,5,7.4
on systems,8,4,2.0
systems man,8,4,2.0
man and,8,4,2.0
and cybernetics,7,4,1.75
cybernetics delaney,2,2,1.0
delaney greene,2,2,1.0
greene keane,2,2,1.0
counterfactual for,1,1,1.0
for time,2,2,1.0
time series,4,2,2.0
series classification,2,2,1.0
classification in,10,4,2.5
on reasoning,9,2,4.5
reasoning springer,8,2,4.0
springer germany,8,2,4.0
germany temraz,2,2,1.0
augmentation douzas,2,2,1.0
douzas bacao,4,2,2.0
bacao map,2,2,1.0
map oversampling,2,2,1.0
oversampling somo,2,2,1.0
somo for,2,2,1.0
set learning,5,4,1.25
learning expert,2,2,1.0
expert systems,2,2,1.0
systems with,2,2,1.0
with applications,2,2,1.0
applications douzas,2,2,1.0
bacao last,2,2,1.0
last improving,2,2,1.0
improving imbalanced,2,2,1.0
imbalanced learning,28,4,7.0
learning through,2,2,1.0
through a,4,3,1.3333333333333333
a oversampling,2,2,1.0
method based,2,2,1.0
on and,3,3,1.0
smote information,2,2,1.0
information sciences,2,2,1.0
sciences elkan,2,2,1.0
elkan the,2,2,1.0
the foundations,2,2,1.0
foundations of,2,2,1.0
of learning,16,5,3.2
learning in,23,5,4.6
in seventeenth,2,2,1.0
seventeenth international,2,2,1.0
international joint,12,4,3.0
intelligence fernandez,2,2,1.0
fernandez garcia,4,2,2.0
garcia herrera,4,2,2.0
herrera chawla,2,2,1.0
chawla smote,2,2,1.0
for learning,14,5,2.8
from imbalanced,35,6,5.833333333333333
data progress,2,2,1.0
progress and,2,2,1.0
and challenges,4,4,1.0
challenges marking,2,2,1.0
marking the,2,2,1.0
the anniversary,2,2,1.0
anniversary the,2,2,1.0
the journal,2,2,1.0
research jair,2,2,1.0
jair förster,2,2,1.0
förster klier,4,2,2.0
klier kluge,4,2,2.0
kluge sigler,4,2,2.0
sigler i,4,2,2.0
i evaluating,2,2,1.0
evaluating explainable,2,2,1.0
explainable artifical,2,2,1.0
artifical intelligence,2,2,1.0
intelligence what,2,2,1.0
what users,2,2,1.0
users really,2,2,1.0
really appreciate,2,2,1.0
appreciate in,2,2,1.0
in european,4,2,2.0
european conference,5,4,1.25
on information,4,4,1.0
information systems,6,2,3.0
systems förster,2,2,1.0
i fostering,2,2,1.0
fostering human,2,2,1.0
human agency,2,2,1.0
agency a,2,2,1.0
a process,3,3,1.0
process for,5,4,1.25
the design,6,3,2.0
design of,2,2,1.0
of xai,2,2,1.0
xai systems,2,2,1.0
systems in,2,2,1.0
in icis,2,2,1.0
icis proceedings,2,2,1.0
proceedings freund,2,2,1.0
freund schapire,2,2,1.0
schapire a,4,4,1.0
a generalization,4,4,1.0
generalization of,5,4,1.25
learning and,11,5,2.2
and an,6,5,1.2
an application,5,5,1.0
application to,4,4,1.0
to boosting,4,4,1.0
boosting journal,3,3,1.0
computer and,5,4,1.25
and system,3,3,1.0
system sciences,3,3,1.0
sciences galar,2,2,1.0
galar fernandez,2,2,1.0
fernandez barrenechea,2,2,1.0
barrenechea bustince,3,3,1.0
bustince herrera,2,2,1.0
herrera a,5,3,1.6666666666666667
a review,8,5,1.6
review on,3,3,1.0
on ensembles,3,3,1.0
ensembles for,4,3,1.3333333333333333
and approaches,4,3,1.3333333333333333
approaches ieee,3,3,1.0
cybernetics han,2,2,1.0
han kamber,2,2,1.0
kamber data,2,2,1.0
mining concepts,2,2,1.0
concepts and,2,2,1.0
and technique,2,2,1.0
technique han,2,2,1.0
han wang,5,4,1.25
wang mao,3,3,1.0
mao a,3,3,1.0
new method,4,4,1.0
in imbalanced,11,5,2.2
sets learning,6,5,1.2
on intelligent,3,3,1.0
intelligent computing,3,3,1.0
computing hanney,2,2,1.0
hanney keane,2,2,1.0
keane learning,2,2,1.0
learning adaptation,2,2,1.0
rules from,2,2,1.0
a in,2,2,1.0
third european,2,2,1.0
european workshop,4,2,2.0
workshop on,18,4,4.5
reasoning berlin,2,2,1.0
berlin springer,2,2,1.0
springer hasan,2,2,1.0
hasan use,2,2,1.0
use case,2,2,1.0
examples data,2,2,1.0
augmentation proceedings,2,2,1.0
of student,2,2,1.0
student research,2,2,1.0
research and,2,2,1.0
and creative,2,2,1.0
creative inquiry,2,2,1.0
inquiry day,2,2,1.0
day he,2,2,1.0
he bai,2,2,1.0
bai garcia,4,4,1.0
garcia li,2,2,1.0
li adasyn,4,4,1.0
adasyn adaptive,4,4,1.0
adaptive synthetic,7,4,1.75
synthetic sampling,3,3,1.0
sampling approach,3,3,1.0
approach for,8,5,1.6
in ieee,5,4,1.25
ieee international,4,3,1.3333333333333333
on neural,29,4,7.25
neural networks,31,5,6.2
networks temraz,2,2,1.0
augmentation he,2,2,1.0
he garcia,2,2,1.0
garcia learning,4,4,1.0
data ieee,8,6,1.3333333333333333
on knowledge,10,5,2.0
data engineering,5,3,1.6666666666666667
engineering holte,2,2,1.0
holte acker,2,2,1.0
acker porter,2,2,1.0
porter b,2,2,1.0
b concept,2,2,1.0
concept learning,2,2,1.0
and accuracy,2,2,1.0
of small,5,3,1.6666666666666667
small disjuncts,12,5,2.4
disjuncts in,2,2,1.0
the llth,2,2,1.0
llth international,2,2,1.0
intelligence hsu,2,2,1.0
hsu lin,2,2,1.0
lin a,2,2,1.0
a comparison,6,4,1.5
comparison of,6,5,1.2
of methods,2,2,1.0
for multiclass,4,2,2.0
multiclass support,2,2,1.0
vector ieee,1,1,1.0
networks hu,2,2,1.0
hu liang,2,2,1.0
liang ma,2,2,1.0
ma he,2,2,1.0
he y,4,4,1.0
y msmote,2,2,1.0
msmote improving,2,2,1.0
improving classification,2,2,1.0
classification when,4,3,1.3333333333333333
when training,4,4,1.0
data is,9,6,1.5
is imbalanced,2,2,1.0
the second,14,6,2.3333333333333335
second international,2,2,1.0
international workshop,3,3,1.0
on computer,4,3,1.3333333333333333
and engineering,6,4,1.5
engineering jeni,2,2,1.0
jeni cohn,2,2,1.0
cohn torre,2,2,1.0
torre facing,2,2,1.0
facing imbalanced,2,2,1.0
data recommendations,2,2,1.0
recommendations for,2,2,1.0
of performance,3,3,1.0
performance metrics,2,2,1.0
the humaine,2,2,1.0
humaine association,2,2,1.0
association conference,2,2,1.0
on affective,2,2,1.0
affective computing,2,2,1.0
computing and,3,3,1.0
and intelligent,2,2,1.0
intelligent interaction,2,2,1.0
interaction jiang,2,2,1.0
jiang lu,2,2,1.0
lu xia,2,2,1.0
xia a,2,2,1.0
novel algorithm,2,2,1.0
algorithm for,8,5,1.6
for imbalance,5,3,1.6666666666666667
imbalance data,4,4,1.0
data classification,9,3,3.0
classification based,1,1,1.0
on genetic,3,3,1.0
genetic algorithm,3,3,1.0
algorithm improved,2,2,1.0
improved smote,2,2,1.0
smote arabian,2,2,1.0
arabian journal,2,2,1.0
journal for,2,2,1.0
for science,2,2,1.0
engineering karimi,2,2,1.0
karimi barthe,2,2,1.0
barthe schölkopf,2,2,1.0
schölkopf valera,2,2,1.0
valera i,2,2,1.0
i a,4,4,1.0
a survey,6,2,3.0
survey of,2,2,1.0
of algorithmic,2,2,1.0
recourse definitions,2,2,1.0
definitions formulations,2,2,1.0
formulations solutions,2,2,1.0
solutions and,2,2,1.0
and prospects,2,2,1.0
prospects keane,2,2,1.0
keane kenny,2,2,1.0
kenny delaney,2,2,1.0
