,gram_count,document_count,Average_freq
is used in,3,3,1.0
used in finding,2,2,1.0
in finding these,2,2,1.0
finding these nearest,2,2,1.0
these nearest neighbors,2,2,1.0
nearest neighbors euclidean,2,2,1.0
neighbors euclidean distance,2,2,1.0
euclidean distance ed,2,2,1.0
distance ed 𝑝,1,1,1.0
ed 𝑝 ke,1,1,1.0
𝑝 ke temraz,1,1,1.0
ke temraz keane,1,1,1.0
augmentation step transfer,2,2,1.0
step transfer from,2,2,1.0
transfer from 𝒑,2,2,1.0
from 𝒑 to,2,2,1.0
𝒑 to 𝒑,2,2,1.0
to 𝒑 and,2,2,1.0
𝒑 and from,2,2,1.0
and from 𝒙,2,2,1.0
from 𝒙 𝐭o,2,2,1.0
𝒙 𝐭o 𝒑,2,2,1.0
𝐭o 𝒑 having,2,2,1.0
𝒑 having identified,2,2,1.0
having identified a,2,2,1.0
identified a native,1,1,1.0
native counterfactual 𝑐𝑓,2,2,1.0
counterfactual 𝑐𝑓 𝑥,2,2,1.0
𝑥 𝑝 for,2,2,1.0
𝑝 for 𝑥,2,2,1.0
for 𝑥 cfa,2,2,1.0
𝑥 cfa generates,2,2,1.0
cfa generates a,2,2,1.0
generates a synthetic,2,2,1.0
a synthetic instance,2,2,1.0
synthetic instance in,1,1,1.0
minority class 𝑝,2,2,1.0
class 𝑝 using,2,2,1.0
𝑝 using from,2,2,1.0
using from and,2,2,1.0
from and 𝑝,2,2,1.0
and 𝑝 such,2,2,1.0
𝑝 such that,2,2,1.0
such that for,2,2,1.0
that for each,2,2,1.0
for each of,10,4,2.5
each of the,11,3,3.6666666666666665
of the between,4,2,2.0
the between 𝑥,4,2,2.0
between 𝑥 and,4,2,2.0
𝑥 and 𝑝,4,2,2.0
and 𝑝 take,4,2,2.0
𝑝 take the,4,2,2.0
take the values,4,2,2.0
the values from,4,2,2.0
values from 𝑝,2,2,1.0
from 𝑝 into,2,2,1.0
𝑝 into the,2,2,1.0
into the synthetic,2,2,1.0
the synthetic counterfactual,4,2,2.0
synthetic counterfactual case,2,2,1.0
counterfactual case 𝑝,4,2,2.0
case 𝑝 for,2,2,1.0
𝑝 for each,2,2,1.0
values from 𝑥,2,2,1.0
from 𝑥 into,2,2,1.0
𝑥 into the,2,2,1.0
into the new,2,2,1.0
the new counterfactual,2,2,1.0
new counterfactual case,2,2,1.0
case 𝑝 it,2,2,1.0
𝑝 it should,2,2,1.0
noted that tolerance,2,2,1.0
that tolerance is,2,2,1.0
tolerance is one,2,2,1.0
is one parameter,2,2,1.0
one parameter in,2,2,1.0
parameter in cfa,4,2,2.0
in cfa algorithm,2,2,1.0
cfa algorithm which,2,2,1.0
algorithm which is,2,2,1.0
which is used,4,3,1.3333333333333333
is used to,8,5,1.6
used to improve,2,2,1.0
to improve the,5,4,1.25
improve the availability,2,2,1.0
the availability of,2,2,1.0
availability of good,2,2,1.0
of good native,2,2,1.0
native counterfactuals in,6,2,3.0
the dataset without,2,2,1.0
dataset without tolerance,2,2,1.0
without tolerance fewer,4,2,2.0
tolerance fewer counterfactuals,2,2,1.0
fewer counterfactuals would,2,2,1.0
counterfactuals would be,2,2,1.0
would be found,6,2,3.0
be found and,4,2,2.0
and the generative,4,2,2.0
the generative benefits,4,2,2.0
generative benefits of,4,2,2.0
benefits of them,4,2,2.0
of them would,4,2,2.0
them would likely,4,2,2.0
would likely diminish,4,2,2.0
likely diminish in,2,2,1.0
diminish in finding,2,2,1.0
in finding and,3,2,1.5
finding and between,3,2,1.5
and between two,4,2,2.0
between two instances,4,2,2.0
two instances for,4,2,2.0
instances for a,4,2,2.0
for a native,4,2,2.0
native counterfactual cfa,2,2,1.0
counterfactual cfa computes,1,1,1.0
cfa computes a,1,1,1.0
computes a by,1,1,1.0
a by finding,1,1,1.0
by finding the,2,2,1.0
finding the mean,2,2,1.0
the mean 𝜇,2,2,1.0
mean 𝜇 and,2,2,1.0
𝜇 and standard,2,2,1.0
and standard deviation,4,3,1.3333333333333333
standard deviation 𝜎,2,2,1.0
deviation 𝜎 for,2,2,1.0
𝜎 for each,2,2,1.0
for each feature,4,2,2.0
each feature then,2,2,1.0
feature then it,2,2,1.0
then it allows,2,2,1.0
it allows features,2,2,1.0
allows features to,2,2,1.0
features to match,4,2,2.0
to match if,4,2,2.0
match if their,4,2,2.0
if their values,4,2,2.0
their values are,4,2,2.0
values are within,4,2,2.0
are within of,4,2,2.0
within of the,4,2,2.0
of the standard,4,2,2.0
the standard deviation,5,3,1.6666666666666667
standard deviation from,4,2,2.0
deviation from the,4,2,2.0
from the mean,3,2,1.5
the mean all,3,2,1.5
mean all the,3,2,1.5
all the values,4,2,2.0
the values for,4,2,2.0
values for that,4,2,2.0
for that feature,3,2,1.5
that feature two,2,2,1.0
feature two subtle,2,2,1.0
two subtle differences,2,2,1.0
subtle differences that,2,2,1.0
differences that distinguish,2,2,1.0
that distinguish this,2,2,1.0
distinguish this data,2,2,1.0
this data augmentation,2,2,1.0
data augmentation version,2,2,1.0
augmentation version of,2,2,1.0
version of the,3,3,1.0
of the algorithm,6,2,3.0
the algorithm from,1,1,1.0
algorithm from its,1,1,1.0
from its xai,2,2,1.0
its xai counterpart,2,2,1.0
xai counterpart first,2,2,1.0
counterpart first although,2,2,1.0
first although both,2,2,1.0
although both algorithms,2,2,1.0
both algorithms adopt,2,2,1.0
algorithms adopt the,2,2,1.0
adopt the same,2,2,1.0
the same definition,2,2,1.0
same definition of,2,2,1.0
definition of a,2,2,1.0
of a good,2,2,1.0
a good pairing,1,1,1.0
good pairing the,1,1,1.0
pairing the do,2,2,1.0
the do so,2,2,1.0
do so for,2,2,1.0
so for different,2,2,1.0
for different reasons,2,2,1.0
different reasons on,2,2,1.0
reasons on psychological,2,2,1.0
on psychological grounds,4,2,2.0
psychological grounds keane,2,2,1.0
grounds keane and,2,2,1.0
keane and smyth,1,1,1.0
and smyth defined,1,1,1.0
smyth defined a,1,1,1.0
defined a good,2,2,1.0
a good counterfactual,4,2,2.0
good counterfactual to,2,2,1.0
counterfactual to be,2,2,1.0
to be one,2,2,1.0
be one with,2,2,1.0
one with no,2,2,1.0
with no more,2,2,1.0
no more than,4,2,2.0
more than two,4,2,2.0
than two from,2,2,1.0
two from the,2,2,1.0
the xai perspective,2,2,1.0
xai perspective researchers,2,2,1.0
perspective researchers argue,2,2,1.0
researchers argue that,2,2,1.0
argue that sparse,2,2,1.0
that sparse counterfactuals,2,2,1.0
sparse counterfactuals with,4,2,2.0
counterfactuals with fewer,2,2,1.0
with fewer feature,2,2,1.0
fewer feature differences,2,2,1.0
feature differences are,2,2,1.0
differences are better,2,2,1.0
are better because,2,2,1.0
better because people,2,2,1.0
because people find,2,2,1.0
people find them,2,2,1.0
find them more,2,2,1.0
them more understandable,2,2,1.0
more understandable confirmed,2,2,1.0
understandable confirmed by,2,2,1.0
confirmed by user,2,2,1.0
by user studies,2,2,1.0
user studies from,2,2,1.0
studies from a,2,2,1.0
augmentation perspective basing,2,2,1.0
perspective basing synthetic,2,2,1.0
basing synthetic counterfactuals,2,2,1.0
synthetic counterfactuals on,2,2,1.0
counterfactuals on sparse,2,2,1.0
on sparse pairs,2,2,1.0
sparse pairs also,2,2,1.0
pairs also makes,2,2,1.0
also makes sense,2,2,1.0
makes sense because,2,2,1.0
sense because the,2,2,1.0
because the implicit,2,2,1.0
the implicit causal,2,2,1.0
implicit causal dependencies,2,2,1.0
causal dependencies between,2,2,1.0
dependencies between matched,2,2,1.0
between matched and,2,2,1.0
matched and difference,2,2,1.0
and difference features,2,2,1.0
difference features are,2,2,1.0
features are more,2,2,1.0
are more decision,1,1,1.0
more decision boundary,1,1,1.0
decision boundary temraz,1,1,1.0
boundary temraz keane,1,1,1.0
data augmentation likely,2,2,1.0
augmentation likely to,2,2,1.0
to be preserved,2,2,1.0
be preserved in,2,2,1.0
preserved in hence,2,2,1.0
in hence generated,2,2,1.0
hence generated synthetic,2,2,1.0
generated synthetic using,1,1,1.0
synthetic using these,1,1,1.0
using these sparse,1,1,1.0
these sparse pairs,2,2,1.0
sparse pairs should,2,2,1.0
pairs should be,2,2,1.0
should be more,4,3,1.3333333333333333
be more likely,4,2,2.0
more likely to,9,5,1.8
to be valid,2,2,1.0
be valid and,2,2,1.0
valid and second,2,2,1.0
and second there,2,2,1.0
second there is,2,2,1.0
is a critical,2,2,1.0
a critical between,1,1,1.0
critical between the,1,1,1.0
between the xai,2,2,1.0
the xai and,2,2,1.0
xai and data,2,2,1.0
data augmentation contexts,2,2,1.0
augmentation contexts with,2,2,1.0
contexts with respect,2,2,1.0
to the selection,3,3,1.0
the selection of,2,2,1.0
selection of test,2,2,1.0
of test instances,2,2,1.0
test instances in,2,2,1.0
instances in xai,2,2,1.0
xai the test,2,2,1.0
the test instance,4,2,2.0
test instance is,4,2,2.0
instance is typically,2,2,1.0
is typically a,2,2,1.0
typically a novel,2,2,1.0
a novel problem,2,2,1.0
novel problem for,2,2,1.0
problem for which,2,2,1.0
for which a,2,2,1.0
which a classifier,2,2,1.0
a classifier has,2,2,1.0
classifier has made,2,2,1.0
has made a,2,2,1.0
made a prediction,2,2,1.0
a prediction a,2,2,1.0
prediction a prediction,2,2,1.0
a prediction that,2,2,1.0
prediction that needs,2,2,1.0
that needs to,2,2,1.0
to be counterfactually,2,2,1.0
be counterfactually explained,2,2,1.0
counterfactually explained hence,2,2,1.0
explained hence typically,2,2,1.0
hence typically the,2,2,1.0
typically the test,2,2,1.0
instance is not,2,2,1.0
is not already,2,2,1.0
not already in,2,2,1.0
already in the,2,2,1.0
in the training,17,5,3.4
training data in,2,2,1.0
data in data,2,2,1.0
data augmentation the,4,2,2.0
augmentation the test,2,2,1.0
the test instances,6,2,3.0
test instances used,2,2,1.0
instances used to,4,2,2.0
used to generate,7,4,1.75
generate synthetic have,2,2,1.0
synthetic have to,2,2,1.0
have to be,2,2,1.0
to be in,4,3,1.3333333333333333
be in the,3,3,1.0
the training dataset,11,3,3.6666666666666665
training dataset specifically,2,2,1.0
dataset specifically they,2,2,1.0
specifically they are,2,2,1.0
they are all,2,2,1.0
are all the,2,2,1.0
all the majority,2,2,1.0
majority class instances,3,3,1.0
class instances in,2,2,1.0
training data that,3,3,1.0
data that do,2,2,1.0
do not take,2,2,1.0
not take part,2,2,1.0
take part in,2,2,1.0
part in native,2,2,1.0
native counterfactuals this,1,1,1.0
counterfactuals this is,1,1,1.0
this is why,3,3,1.0
is why the,3,3,1.0
why the test,2,2,1.0
test instances are,4,2,2.0
instances are called,2,2,1.0
are called unpaired,2,2,1.0
called unpaired instances,2,2,1.0
unpaired instances for,2,2,1.0
instances for data,2,2,1.0
data augmentation purposes,2,2,1.0
augmentation purposes the,2,2,1.0
purposes the test,2,2,1.0
instances are a,2,2,1.0
are a residual,2,2,1.0
a residual set,2,2,1.0
residual set of,2,2,1.0
set of majority,2,2,1.0
majority instances left,2,2,1.0
instances left after,2,2,1.0
left after the,2,2,1.0
after the native,2,2,1.0
the native have,2,2,1.0
native have been,2,2,1.0
have been identified,2,2,1.0
been identified how,2,2,1.0
identified how counterfactuals,2,2,1.0
how counterfactuals differ,2,2,1.0
counterfactuals differ from,2,2,1.0
differ from smote,2,2,1.0
from smote variants,2,2,1.0
smote variants it,2,2,1.0
variants it should,2,2,1.0
should be apparent,2,2,1.0
be apparent that,2,2,1.0
apparent that this,2,2,1.0
counterfactual method is,3,2,1.5
method is quite,3,2,1.5
different from smote,2,2,1.0
from smote and,2,2,1.0
smote and its,2,2,1.0
and its variants,2,2,1.0
its variants though,2,2,1.0
variants though it,2,2,1.0
though it is,2,2,1.0
it is consistent,2,2,1.0
is consistent with,2,2,1.0
consistent with many,2,2,1.0
with many insights,2,2,1.0
many insights from,2,2,1.0
insights from the,2,2,1.0
from the literature,1,1,1.0
the literature first,1,1,1.0
literature first by,2,2,1.0
first by definition,2,2,1.0
by definition the,2,2,1.0
definition the counterfactual,2,2,1.0
counterfactual method addresses,2,2,1.0
method addresses regions,2,2,1.0
addresses regions close,2,2,1.0
decision boundary a,2,2,1.0
boundary a good,2,2,1.0
good counterfactual records,2,2,1.0
counterfactual records the,2,2,1.0
records the minimal,2,2,1.0
the minimal that,2,2,1.0
minimal that result,2,2,1.0
that result in,2,2,1.0
result in a,2,2,1.0
in a class,2,2,1.0
a class change,2,2,1.0
class change as,2,2,1.0
change as in,2,2,1.0
as in and,2,2,1.0
in and second,2,2,1.0
and second this,2,2,1.0
second this method,2,2,1.0
this method relies,2,2,1.0
method relies on,2,2,1.0
relies on native,2,2,1.0
on native in,1,1,1.0
the dataset pairings,2,2,1.0
dataset pairings between,2,2,1.0
pairings between existing,2,2,1.0
between existing majority,2,2,1.0
existing majority and,2,2,1.0
and minority instances,5,2,2.5
minority instances and,1,1,1.0
instances and as,1,1,1.0
as such is,2,2,1.0
such is exploiting,2,2,1.0
is exploiting relationships,2,2,1.0
exploiting relationships between,2,2,1.0
relationships between both,2,2,1.0
between both classes,2,2,1.0
both classes as,2,2,1.0
classes as in,2,2,1.0
as in adasyn,3,3,1.0
in adasyn third,2,2,1.0
adasyn third we,2,2,1.0
third we are,2,2,1.0
we are highly,2,2,1.0
are highly selective,2,2,1.0
highly selective in,2,2,1.0
selective in the,2,2,1.0
the minority instances,3,3,1.0
minority instances used,2,2,1.0
synthetic instances as,2,2,1.0
instances as in,2,2,1.0
as in the,2,2,1.0
in the many,2,2,1.0
the many smote,2,2,1.0
many smote variants,2,2,1.0
variants that is,2,2,1.0
that is we,3,3,1.0
is we only,2,2,1.0
we only work,2,2,1.0
only work of,2,2,1.0
work of those,2,2,1.0
of those involved,1,1,1.0
those involved in,1,1,1.0
involved in known,1,1,1.0
in known counterfactuals,2,2,1.0
known counterfactuals with,2,2,1.0
counterfactuals with two,2,2,1.0
with two feature,2,2,1.0
two feature differences,2,2,1.0
feature differences however,2,2,1.0
differences however this,2,2,1.0
however this counterfactual,2,2,1.0
is quite keane,2,2,1.0
quite keane counterfactual,2,2,1.0
data augmentation ferent,2,2,1.0
augmentation ferent in,2,2,1.0
ferent in many,2,2,1.0
in many other,2,2,1.0
many other significant,2,2,1.0
other significant respects,2,2,1.0
significant respects first,2,2,1.0
respects first it,2,2,1.0
first it does,2,2,1.0
it does not,7,5,1.4
does not use,2,2,1.0
not use interpolation,2,2,1.0
use interpolation between,1,1,1.0
interpolation between instances,1,1,1.0
between instances but,1,1,1.0
instances but rather,2,2,1.0
but rather uses,2,2,1.0
rather uses the,2,2,1.0
uses the as,2,2,1.0
the as a,2,2,1.0
as a template,2,2,1.0
a template for,2,2,1.0
template for generating,2,2,1.0
for generating new,2,2,1.0
generating new minority,2,2,1.0
new minority instances,2,2,1.0
minority instances ii,2,2,1.0
instances ii it,2,2,1.0
ii it does,2,2,1.0
does not rely,4,2,2.0
not rely on,4,2,2.0
rely on the,2,2,1.0
on the topology,2,2,1.0
majority class as,4,4,1.0
class as in,2,2,1.0
as in swim,2,2,1.0
in swim but,2,2,1.0
swim but acts,2,2,1.0
but acts in,2,2,1.0
acts in a,2,2,1.0
in a very,2,2,1.0
a very local,2,2,1.0
very local way,2,2,1.0
local way using,2,2,1.0
way using the,2,2,1.0
using the counterfactual,2,2,1.0
the counterfactual relation,2,2,1.0
counterfactual relation between,2,2,1.0
relation between a,2,2,1.0
between a single,2,2,1.0
a single majority,2,2,1.0
single majority instance,2,2,1.0
majority instance and,2,2,1.0
instance and a,3,3,1.0
and a minority,2,2,1.0
a minority one,2,2,1.0
minority one iii,2,2,1.0
one iii does,2,2,1.0
iii does not,2,2,1.0
rely on any,2,2,1.0
on any clustering,2,2,1.0
any clustering analysis,2,2,1.0
clustering analysis of,2,2,1.0
minority classes as,2,2,1.0
classes as such,2,2,1.0
as such it,2,2,1.0
such it represents,2,2,1.0
it represents quite,2,2,1.0
represents quite a,2,2,1.0
quite a novel,2,2,1.0
a novel departure,2,2,1.0
novel departure relative,2,2,1.0
departure relative to,2,2,1.0
relative to existing,2,2,1.0
to existing smote,2,2,1.0
existing smote variants,2,2,1.0
smote variants competitive,2,2,1.0
variants competitive tests,2,2,1.0
competitive tests of,2,2,1.0
tests of data,2,2,1.0
data augmentation methods,6,2,3.0
augmentation methods in,2,2,1.0
methods in the,2,2,1.0
in the current,3,3,1.0
the current study,2,2,1.0
current study we,2,2,1.0
study we competitively,2,2,1.0
we competitively test,2,2,1.0
competitively test the,2,2,1.0
test the counterfactual,2,2,1.0
counterfactual method cfa,4,2,2.0
method cfa against,2,2,1.0
cfa against the,2,2,1.0
against the benchmark,2,2,1.0
the benchmark techniques,2,2,1.0
benchmark techniques in,2,2,1.0
techniques in the,2,2,1.0
in the literature,9,3,3.0
the literature using,2,2,1.0
literature using six,2,2,1.0
using six oversampling,1,1,1.0
six oversampling methods,1,1,1.0
oversampling methods smote,5,2,2.5
methods smote adasyn,5,2,2.5
smote adasyn these,1,1,1.0
adasyn these specific,1,1,1.0
these specific methods,2,2,1.0
specific methods were,2,2,1.0
methods were chosen,2,2,1.0
were chosen based,2,2,1.0
chosen based of,2,2,1.0
based of their,2,2,1.0
of their conceptual,2,2,1.0
their conceptual closeness,2,2,1.0
conceptual closeness to,2,2,1.0
closeness to the,2,2,1.0
to the cfa,2,2,1.0
cfa method their,2,2,1.0
method their popularity,2,2,1.0
their popularity amongst,2,2,1.0
popularity amongst smote,2,2,1.0
amongst smote variants,2,2,1.0
smote variants and,2,2,1.0
variants and their,2,2,1.0
and their as,2,2,1.0
their as the,1,1,1.0
as the six,1,1,1.0
the six techniques,2,2,1.0
six techniques were,2,2,1.0
techniques were tested,2,2,1.0
were tested on,4,2,2.0
tested on a,2,2,1.0
on a representative,2,2,1.0
a representative selection,1,1,1.0
representative selection of,1,1,1.0
selection of keel,1,1,1.0
of keel datasets,2,2,1.0
keel datasets from,2,2,1.0
datasets from which,2,2,1.0
from which were,2,2,1.0
which were produced,2,2,1.0
were produced with,2,2,1.0
produced with four,2,2,1.0
with four different,2,2,1.0
four different ml,2,2,1.0
different ml classifiers,2,2,1.0
ml classifiers including,2,2,1.0
classifiers including random,2,2,1.0
including random forest,2,2,1.0
random forest rf,4,2,2.0
forest rf neighbor,2,2,1.0
rf neighbor logistic,2,2,1.0
neighbor logistic regression,2,2,1.0
logistic regression lr,4,2,2.0
regression lr and,2,2,1.0
lr and multilayer,2,2,1.0
and multilayer perceptron,2,2,1.0
multilayer perceptron mlp,5,3,1.6666666666666667
perceptron mlp models,2,2,1.0
mlp models several,2,2,1.0
models several alternative,2,2,1.0
several alternative ml,2,2,1.0
alternative ml models,2,2,1.0
ml models were,2,2,1.0
models were used,2,2,1.0
were used because,2,2,1.0
used because models,1,1,1.0
because models find,1,1,1.0
models find different,2,2,1.0
find different decision,2,2,1.0
different decision boundaries,2,2,1.0
decision boundaries for,3,3,1.0
boundaries for a,2,2,1.0
for a given,11,3,3.6666666666666665
a given dataset,7,4,1.75
given dataset differences,2,2,1.0
dataset differences that,2,2,1.0
differences that could,2,2,1.0
that could impact,2,2,1.0
could impact the,2,2,1.0
impact the success,2,2,1.0
the success of,4,2,2.0
success of the,4,2,2.0
of the counterfactual,2,2,1.0
counterfactual method as,2,2,1.0
method as it,2,2,1.0
as it relies,2,2,1.0
it relies heavily,2,2,1.0
relies heavily on,3,3,1.0
heavily on a,2,2,1.0
on a model,2,2,1.0
a model s,2,2,1.0
model s decision,2,2,1.0
s decision boundary,2,2,1.0
decision boundary the,2,2,1.0
boundary the for,2,2,1.0
the for a,2,2,1.0
a given classifier,4,2,2.0
given classifier recorded,2,2,1.0
classifier recorded the,2,2,1.0
recorded the performance,2,2,1.0
performance of the,16,6,2.6666666666666665
of the model,3,3,1.0
the model on,2,2,1.0
model on a,2,2,1.0
on a given,2,2,1.0
given dataset without,2,2,1.0
dataset without any,2,2,1.0
without any data,2,2,1.0
any data augmentation,4,2,2.0
data augmentation applied,2,2,1.0
augmentation applied several,2,2,1.0
applied several standard,2,2,1.0
several standard measures,2,2,1.0
standard measures were,2,2,1.0
measures were used,2,2,1.0
were used to,4,2,2.0
used to assess,4,4,1.0
to assess the,4,3,1.3333333333333333
assess the of,1,1,1.0
of the four,2,2,1.0
the four methods,4,2,2.0
four methods namely,2,2,1.0
methods namely precision,2,2,1.0
namely precision recall,2,2,1.0
precision recall and,4,3,1.3333333333333333
recall and plots,2,2,1.0
and plots of,2,2,1.0
plots of roc,2,2,1.0
of roc curves,9,3,3.0
roc curves temraz,2,2,1.0
curves temraz keane,2,2,1.0
augmentation method datasets,2,2,1.0
method datasets setup,2,2,1.0
datasets setup table,2,2,1.0
setup table shows,2,2,1.0
table shows the,3,3,1.0
shows the main,2,2,1.0
the main characteristics,2,2,1.0
main characteristics of,2,2,1.0
characteristics of the,3,3,1.0
of the datasets,9,4,2.25
the datasets drawn,2,2,1.0
datasets drawn from,2,2,1.0
drawn from both,2,2,1.0
from both uci,2,2,1.0
both uci and,2,2,1.0
uci and keel,2,2,1.0
and keel repositories,2,2,1.0
keel repositories as,2,2,1.0
repositories as the,2,2,1.0
as the focus,2,2,1.0
the focus is,2,2,1.0
focus is on,2,2,1.0
is on binary,2,2,1.0
on binary classification,3,3,1.0
binary classification problems,4,2,2.0
classification problems and,3,3,1.0
problems and some,2,2,1.0
and some of,2,2,1.0
some of these,3,3,1.0
of these datasets,3,3,1.0
these datasets are,1,1,1.0
datasets are they,1,1,1.0
are they were,2,2,1.0
they were converted,2,2,1.0
were converted to,4,2,2.0
converted to binary,4,2,2.0
to binary classes,2,2,1.0
binary classes the,2,2,1.0
classes the ovo,2,2,1.0
the ovo or,2,2,1.0
ovo or and,2,2,1.0
or and ovr,1,1,1.0
and ovr or,1,1,1.0
ovr or methods,2,2,1.0
or methods were,2,2,1.0
methods were used,2,2,1.0
used to do,2,2,1.0
to do this,2,2,1.0
do this conversion,2,2,1.0
this conversion the,2,2,1.0
conversion the ovo,2,2,1.0
the ovo method,2,2,1.0
ovo method splits,2,2,1.0
method splits a,2,2,1.0
splits a classification,2,2,1.0
a classification into,2,2,1.0
classification into one,2,2,1.0
into one binary,2,2,1.0
one binary classification,2,2,1.0
binary classification dataset,2,2,1.0
classification dataset for,2,2,1.0
dataset for each,6,2,3.0
for each pair,2,2,1.0
each pair of,2,2,1.0
pair of classes,3,3,1.0
of classes whereas,2,2,1.0
classes whereas the,2,2,1.0
whereas the ovr,2,2,1.0
the ovr approach,2,2,1.0
ovr approach selects,2,2,1.0
approach selects one,2,2,1.0
selects one of,2,2,1.0
of the multiple,2,2,1.0
the multiple classes,2,2,1.0
multiple classes and,2,2,1.0
classes and predicts,2,2,1.0
and predicts it,2,2,1.0
predicts it against,1,1,1.0
it against all,1,1,1.0
against all other,1,1,1.0
all other classes,9,3,3.0
other classes so,2,2,1.0
classes so that,2,2,1.0
so that one,2,2,1.0
that one of,2,2,1.0
of the classes,5,5,1.0
the classes is,2,2,1.0
classes is treated,2,2,1.0
is treated as,4,2,2.0
treated as the,10,2,5.0
as the positive,3,3,1.0
the positive minority,2,2,1.0
positive minority class,4,4,1.0
minority class and,10,4,2.5
class and all,6,2,3.0
and all other,6,2,3.0
other classes are,6,2,3.0
classes are treated,6,2,3.0
are treated as,6,2,3.0
as the negative,7,3,2.3333333333333335
the negative class,7,3,2.3333333333333335
negative class majority,2,2,1.0
class majority in,2,2,1.0
majority in this,2,2,1.0
paper the datasets,2,2,1.0
the datasets were,4,2,2.0
datasets were modified,2,2,1.0
were modified using,1,1,1.0
modified using both,1,1,1.0
using both methods,1,1,1.0
both methods one,2,2,1.0
methods one method,2,2,1.0
one method per,2,2,1.0
method per dataset,2,2,1.0
per dataset to,2,2,1.0
dataset to vary,2,2,1.0
to vary the,2,2,1.0
vary the class,2,2,1.0
the class ratio,4,2,2.0
class ratio of,3,3,1.0
ratio of class,2,2,1.0
of class imbalance,7,4,1.75
class imbalance among,2,2,1.0
imbalance among the,2,2,1.0
among the datasets,2,2,1.0
the datasets see,4,2,2.0
datasets see table,2,2,1.0
see table the,4,2,2.0
table the base,2,2,1.0
the base datasets,2,2,1.0
base datasets were,2,2,1.0
datasets were abalone,2,2,1.0
were abalone dataset,2,2,1.0
abalone dataset a,2,2,1.0
dataset a dataset,14,2,7.0
a dataset analyzed,2,2,1.0
dataset analyzed to,2,2,1.0
analyzed to find,2,2,1.0
find the age,2,2,1.0
the age of,2,2,1.0
age of abalone,2,2,1.0
of abalone from,2,2,1.0
abalone from physical,2,2,1.0
from physical measurements,2,2,1.0
physical measurements consisting,2,2,1.0
measurements consisting of,2,2,1.0
consisting of classes,6,2,3.0
of classes that,6,2,3.0
classes that was,2,2,1.0
that was modified,2,2,1.0
was modified using,4,2,2.0
modified using and,4,2,2.0
using and glass,2,2,1.0
and glass dataset,2,2,1.0
glass dataset a,2,2,1.0
a dataset used,10,2,5.0
dataset used to,10,2,5.0
used to classify,4,2,2.0
to classify based,2,2,1.0
classify based on,2,2,1.0
on the chemical,2,2,1.0
the chemical consisting,1,1,1.0
chemical consisting of,1,1,1.0
classes that modified,4,2,2.0
that modified using,4,2,2.0
modified using to,2,2,1.0
using to treat,2,2,1.0
to treat the,2,2,1.0
treat the class,2,2,1.0
class as the,4,3,1.3333333333333333
as the minority,5,3,1.6666666666666667
negative class yeast,2,2,1.0
class yeast dataset,2,2,1.0
yeast dataset a,2,2,1.0
to predict the,3,3,1.0
predict the cellular,2,2,1.0
the cellular localization,2,2,1.0
cellular localization sites,2,2,1.0
localization sites of,2,2,1.0
sites of proteins,2,2,1.0
of proteins consisting,2,2,1.0
proteins consisting of,2,2,1.0
using and pima,2,2,1.0
and pima indians,2,2,1.0
pima indians diabetes,2,2,1.0
indians diabetes dataset,2,2,1.0
diabetes dataset a,2,2,1.0
predict whether or,2,2,1.0
whether or not,2,2,1.0
or not a,2,2,1.0
not a patient,2,2,1.0
a patient has,2,2,1.0
patient has diabetes,2,2,1.0
has diabetes based,2,2,1.0
diabetes based on,2,2,1.0
based on certain,2,2,1.0
on certain diagnostic,2,2,1.0
certain diagnostic measurements,2,2,1.0
diagnostic measurements included,2,2,1.0
measurements included in,2,2,1.0
included in the,2,2,1.0
the dataset phoneme,2,2,1.0
dataset phoneme dataset,2,2,1.0
phoneme dataset a,2,2,1.0
used to distinguish,2,2,1.0
to distinguish between,2,2,1.0
distinguish between nasal,2,2,1.0
between nasal and,2,2,1.0
nasal and oral,2,2,1.0
and oral sounds,2,2,1.0
oral sounds temraz,2,2,1.0
sounds temraz keane,2,2,1.0
data augmentation vehicle,2,2,1.0
augmentation vehicle dataset,2,2,1.0
vehicle dataset the,2,2,1.0
dataset the vehicle,2,2,1.0
the vehicle data,2,2,1.0
vehicle data set,2,2,1.0
data set is,4,4,1.0
set is a,2,2,1.0
is a dataset,4,2,2.0
a dataset with,7,3,2.3333333333333335
dataset with classes,5,2,2.5
with classes the,3,2,1.5
classes the problem,3,2,1.5
the problem is,9,3,3.0
problem is to,7,3,2.3333333333333335
is to classify,6,2,3.0
to classify a,2,2,1.0
classify a given,2,2,1.0
a given silhouette,2,2,1.0
given silhouette as,2,2,1.0
silhouette as one,2,2,1.0
as one of,2,2,1.0
one of four,2,2,1.0
of four types,2,2,1.0
four types of,2,2,1.0
types of vehicle,2,2,1.0
of vehicle using,2,2,1.0
vehicle using a,2,2,1.0
using a set,2,2,1.0
set of features,2,2,1.0
of features from,1,1,1.0
from the silhouette,2,2,1.0
the silhouette again,2,2,1.0
silhouette again this,2,2,1.0
again this dataset,2,2,1.0
this dataset was,2,2,1.0
dataset was modified,2,2,1.0
modified using so,2,2,1.0
using so that,2,2,1.0
so that the,5,4,1.25
that the class,5,4,1.25
the class van,2,2,1.0
class van is,2,2,1.0
van is treated,2,2,1.0
negative class ecoli,2,2,1.0
class ecoli dataset,2,2,1.0
