,gram_count,document_count,Average_freq
attempts to the classes,2,2,1.0
to the classes uses,2,2,1.0
the classes uses a,2,2,1.0
classes uses a related,2,2,1.0
uses a related approach,2,2,1.0
a related approach involving,2,2,1.0
related approach involving the,2,2,1.0
approach involving the edited,2,2,1.0
involving the edited nearest,2,2,1.0
the edited nearest neighbour,2,2,1.0
edited nearest neighbour method,2,2,1.0
nearest neighbour method other,2,2,1.0
neighbour method other methods,2,2,1.0
method other methods and,2,2,1.0
other methods and swim,2,2,1.0
methods and swim perform,2,2,1.0
and swim perform explicit,2,2,1.0
swim perform explicit analyses,2,2,1.0
perform explicit analyses of,2,2,1.0
explicit analyses of the,2,2,1.0
analyses of the majority,2,2,1.0
majority class and use,2,2,1.0
class and use this,2,2,1.0
and use this analysis,2,2,1.0
use this analysis to,2,2,1.0
this analysis to minority,2,2,1.0
analysis to minority instance,2,2,1.0
to minority instance generation,2,2,1.0
minority instance generation does,1,1,1.0
instance generation does this,1,1,1.0
generation does this by,1,1,1.0
does this by computing,2,2,1.0
this by computing a,2,2,1.0
by computing a score,2,2,1.0
computing a score for,2,2,1.0
a score for each,2,2,1.0
score for each minority,2,2,1.0
for each minority instance,2,2,1.0
each minority instance where,2,2,1.0
minority instance where safety,2,2,1.0
instance where safety is,2,2,1.0
where safety is based,2,2,1.0
safety is based on,2,2,1.0
is based on the,5,4,1.25
based on the frequency,2,2,1.0
on the frequency of,2,2,1.0
the frequency of majority,2,2,1.0
frequency of majority instances,2,2,1.0
of majority instances in,2,2,1.0
majority instances in the,4,2,2.0
instances in the neighbours,2,2,1.0
in the neighbours and,2,2,1.0
the neighbours and a,2,2,1.0
neighbours and a temraz,2,2,1.0
and a temraz keane,2,2,1.0
a temraz keane counterfactual,2,2,1.0
counterfactual data augmentation ratio,2,2,1.0
data augmentation ratio based,2,2,1.0
augmentation ratio based on,2,2,1.0
ratio based on the,2,2,1.0
based on the score,2,2,1.0
on the score of,2,2,1.0
the score of a,2,2,1.0
score of a minority,2,2,1.0
of a minority instance,2,2,1.0
a minority instance over,2,2,1.0
minority instance over that,2,2,1.0
instance over that of,2,2,1.0
over that of its,2,2,1.0
that of its neighbours,2,2,1.0
of its neighbours s,1,1,1.0
its neighbours s finer,1,1,1.0
neighbours s finer analysis,1,1,1.0
s finer analysis of,2,2,1.0
finer analysis of the,2,2,1.0
analysis of the relationship,2,2,1.0
of the relationship between,2,2,1.0
the relationship between majority,2,2,1.0
relationship between majority and,2,2,1.0
between majority and minority,7,3,2.3333333333333335
majority and minority has,2,2,1.0
and minority has been,2,2,1.0
minority has been shown,2,2,1.0
has been shown to,5,3,1.6666666666666667
been shown to performance,1,1,1.0
shown to performance over,1,1,1.0
to performance over sampling,1,1,1.0
performance over sampling with,2,2,1.0
over sampling with the,2,2,1.0
sampling with the majority,2,2,1.0
with the majority swim,2,2,1.0
the majority swim adopt,2,2,1.0
majority swim adopt a,2,2,1.0
swim adopt a different,1,1,1.0
adopt a different approach,1,1,1.0
a different approach leveraging,1,1,1.0
different approach leveraging information,1,1,1.0
approach leveraging information about,2,2,1.0
leveraging information about the,2,2,1.0
information about the density,2,2,1.0
about the density of,2,2,1.0
the density of majority,2,2,1.0
density of majority instances,2,2,1.0
of majority instances using,2,2,1.0
majority instances using the,2,2,1.0
instances using the mahalanobis,2,2,1.0
using the mahalanobis distances,1,1,1.0
the mahalanobis distances requiring,1,1,1.0
mahalanobis distances requiring generated,1,1,1.0
distances requiring generated minority,1,1,1.0
requiring generated minority instances,2,2,1.0
generated minority instances to,2,2,1.0
minority instances to have,2,2,1.0
instances to have similar,2,2,1.0
to have similar distances,2,2,1.0
have similar distances to,2,2,1.0
similar distances to their,2,2,1.0
distances to their minority,2,2,1.0
to their minority seeds,2,2,1.0
their minority seeds so,2,2,1.0
minority seeds so swim,2,2,1.0
seeds so swim essentially,2,2,1.0
so swim essentially analyses,2,2,1.0
swim essentially analyses the,2,2,1.0
essentially analyses the topology,2,2,1.0
analyses the topology of,2,2,1.0
the topology of the,4,2,2.0
topology of the majority,4,2,2.0
the majority class to,2,2,1.0
majority class to guide,2,2,1.0
class to guide the,2,2,1.0
to guide the generation,2,2,1.0
guide the generation of,2,2,1.0
the generation of minority,2,2,1.0
of minority instances see,2,2,1.0
minority instances see and,2,2,1.0
instances see and for,1,1,1.0
see and for related,1,1,1.0
and for related finally,1,1,1.0
for related finally is,1,1,1.0
related finally is another,1,1,1.0
finally is another method,2,2,1.0
is another method that,2,2,1.0
another method that takes,2,2,1.0
method that takes similarities,2,2,1.0
that takes similarities to,2,2,1.0
takes similarities to majority,2,2,1.0
similarities to majority into,1,1,1.0
to majority into account,1,1,1.0
majority into account in,1,1,1.0
into account in computing,2,2,1.0
account in computing rough,2,2,1.0
in computing rough sets,2,2,1.0
computing rough sets over,2,2,1.0
rough sets over the,2,2,1.0
sets over the minority,2,2,1.0
over the minority class,4,4,1.0
the minority class after,2,2,1.0
minority class after smote,1,1,1.0
class after smote has,1,1,1.0
after smote has been,1,1,1.0
smote has been applied,1,1,1.0
has been applied to,2,2,1.0
been applied to generate,2,2,1.0
applied to generate additional,2,2,1.0
to generate additional minority,2,2,1.0
generate additional minority instances,2,2,1.0
additional minority instances this,2,2,1.0
minority instances this method,2,2,1.0
instances this method acts,2,2,1.0
this method acts like,2,2,1.0
method acts like a,2,2,1.0
acts like a step,2,2,1.0
like a step to,2,2,1.0
a step to generated,1,1,1.0
step to generated instances,1,1,1.0
to generated instances that,1,1,1.0
generated instances that might,2,2,1.0
instances that might be,2,2,1.0
that might be noise,2,2,1.0
might be noise many,2,2,1.0
be noise many of,2,2,1.0
noise many of these,2,2,1.0
many of these methods,2,2,1.0
of these methods improve,2,2,1.0
these methods improve on,2,2,1.0
methods improve on s,2,2,1.0
improve on s performance,2,2,1.0
on s performance and,2,2,1.0
s performance and as,2,2,1.0
performance and as such,2,2,1.0
and as such show,2,2,1.0
as such show that,2,2,1.0
such show that paying,2,2,1.0
show that paying more,2,2,1.0
that paying more attention,2,2,1.0
paying more attention to,2,2,1.0
more attention to the,3,3,1.0
attention to the majority,2,2,1.0
the majority class can,3,3,1.0
majority class can play,2,2,1.0
class can play a,2,2,1.0
can play a key,2,2,1.0
play a key role,2,2,1.0
a key role in,2,2,1.0
key role in instance,2,2,1.0
role in instance generation,2,2,1.0
in instance generation in,2,2,1.0
instance generation in the,2,2,1.0
generation in the minority,2,2,1.0
the minority class we,2,2,1.0
minority class we will,2,2,1.0
class we will see,2,2,1.0
we will see later,2,2,1.0
will see later that,2,2,1.0
see later that while,2,2,1.0
later that while the,2,2,1.0
that while the current,2,2,1.0
while the current counterfactual,2,2,1.0
the current counterfactual methods,2,2,1.0
current counterfactual methods reflect,2,2,1.0
counterfactual methods reflect these,2,2,1.0
methods reflect these three,2,2,1.0
reflect these three key,2,2,1.0
these three key insights,2,2,1.0
three key insights about,2,2,1.0
key insights about out,2,2,1.0
insights about out to,2,2,1.0
about out to improve,2,2,1.0
out to improve on,2,2,1.0
to improve on smote,2,2,1.0
improve on smote it,2,2,1.0
on smote it is,2,2,1.0
smote it is quite,2,2,1.0
it is quite different,2,2,1.0
is quite different from,4,2,2.0
quite different from all,2,2,1.0
different from all of,2,2,1.0
from all of the,2,2,1.0
all of the above,2,2,1.0
of the above methods,2,2,1.0
the above methods in,2,2,1.0
above methods in how,2,2,1.0
methods in how it,2,2,1.0
in how it operates,2,2,1.0
how it operates see,2,2,1.0
it operates see section,2,2,1.0
operates see section but,2,2,1.0
see section but before,2,2,1.0
section but before considering,2,2,1.0
but before considering this,2,2,1.0
before considering this counterfactual,2,2,1.0
considering this counterfactual method,2,2,1.0
this counterfactual method in,2,2,1.0
counterfactual method in detail,2,2,1.0
method in detail we,2,2,1.0
in detail we first,2,2,1.0
detail we first briefly,2,2,1.0
we first briefly review,2,2,1.0
first briefly review how,2,2,1.0
briefly review how it,2,2,1.0
review how it has,2,2,1.0
how it has emerged,2,2,1.0
it has emerged in,2,2,1.0
has emerged in xai,2,2,1.0
emerged in xai counterfactual,2,2,1.0
in xai counterfactual generation,2,2,1.0
xai counterfactual generation in,2,2,1.0
counterfactual generation in xai,2,2,1.0
generation in xai in,2,2,1.0
in xai in this,2,2,1.0
xai in this paper,2,2,1.0
this paper we deploy,2,2,1.0
paper we deploy a,2,2,1.0
we deploy a counterfactual,2,2,1.0
deploy a counterfactual method,2,2,1.0
a counterfactual method to,2,2,1.0
counterfactual method to generate,4,2,2.0
method to generate synthetic,4,2,2.0
generate synthetic instances counterfactual,2,2,1.0
synthetic instances counterfactual methods,2,2,1.0
instances counterfactual methods have,2,2,1.0
counterfactual methods have been,4,2,2.0
methods have been developed,2,2,1.0
have been developed to,3,3,1.0
been developed to generate,2,2,1.0
developed to generate examples,2,2,1.0
to generate examples to,2,2,1.0
generate examples to explain,2,2,1.0
examples to explain the,2,2,1.0
to explain the predictions,2,2,1.0
explain the predictions of,2,2,1.0
the predictions of ml,2,2,1.0
predictions of ml models,2,2,1.0
of ml models and,2,2,1.0
ml models and to,2,2,1.0
models and to provide,2,2,1.0
and to provide algorithmic,2,2,1.0
to provide algorithmic recourse,2,2,1.0
provide algorithmic recourse for,2,2,1.0
algorithmic recourse for temraz,2,2,1.0
recourse for temraz keane,2,2,1.0
for temraz keane counterfactual,2,2,1.0
counterfactual data augmentation trying,2,2,1.0
data augmentation trying to,2,2,1.0
augmentation trying to mitigate,2,2,1.0
trying to mitigate automated,2,2,1.0
to mitigate automated decisions,2,2,1.0
mitigate automated decisions for,2,2,1.0
automated decisions for reviews,2,2,1.0
decisions for reviews see,2,2,1.0
for reviews see the,2,2,1.0
reviews see the classic,2,2,1.0
see the classic counterfactual,2,2,1.0
the classic counterfactual is,1,1,1.0
classic counterfactual is one,1,1,1.0
counterfactual is one that,1,1,1.0
is one that is,2,2,1.0
one that is given,2,2,1.0
that is given when,2,2,1.0
is given when an,2,2,1.0
given when an automated,2,2,1.0
when an automated system,2,2,1.0
an automated system refuses,2,2,1.0
automated system refuses a,2,2,1.0
system refuses a person,2,2,1.0
refuses a person on,2,2,1.0
a person on a,2,2,1.0
person on a loan,2,2,1.0
on a loan application,2,2,1.0
a loan application when,2,2,1.0
loan application when the,2,2,1.0
application when the asks,2,2,1.0
when the asks why,2,2,1.0
the asks why the,2,2,1.0
asks why the system,2,2,1.0
why the system might,2,2,1.0
the system might counterfactually,2,2,1.0
system might counterfactually explain,2,2,1.0
might counterfactually explain that,2,2,1.0
counterfactually explain that if,2,2,1.0
explain that if you,2,2,1.0
that if you a,1,1,1.0
if you a loan,1,1,1.0
you a loan for,1,1,1.0
a loan for less,2,2,1.0
loan for less over,2,2,1.0
for less over a,2,2,1.0
less over a shorter,2,2,1.0
over a shorter term,2,2,1.0
a shorter term then,2,2,1.0
shorter term then you,2,2,1.0
term then you would,2,2,1.0
then you would have,2,2,1.0
you would have been,2,2,1.0
would have been granted,2,2,1.0
have been granted the,2,2,1.0
been granted the loan,2,2,1.0
granted the loan that,2,2,1.0
the loan that is,2,2,1.0
loan that is the,2,2,1.0
that is the counterfactual,2,2,1.0
is the counterfactual explanation,2,2,1.0
the counterfactual explanation tells,2,2,1.0
counterfactual explanation tells users,2,2,1.0
explanation tells users about,2,2,1.0
tells users about the,2,2,1.0
users about the conditions,2,2,1.0
about the conditions under,2,2,1.0
conditions under which outcome,1,1,1.0
under which outcome would,1,1,1.0
which outcome would change,1,1,1.0
outcome would change the,1,1,1.0
would change the closest,2,2,1.0
change the closest world,2,2,1.0
the closest world to,2,2,1.0
closest world to their,2,2,1.0
world to their world,2,2,1.0
to their world in,2,2,1.0
their world in which,2,2,1.0
which the outcome would,2,2,1.0
the outcome would be,2,2,1.0
outcome would be what,2,2,1.0
would be what they,2,2,1.0
be what they desire,2,2,1.0
what they desire counterfactuals,2,2,1.0
they desire counterfactuals have,2,2,1.0
desire counterfactuals have been,2,2,1.0
counterfactuals have been researched,2,2,1.0
have been researched for,2,2,1.0
been researched for some,2,2,1.0
researched for some time,2,2,1.0
for some time in,2,2,1.0
some time in ai,2,2,1.0
time in ai under,2,2,1.0
in ai under diverse,2,2,1.0
ai under diverse names,1,1,1.0
under diverse names for,1,1,1.0
diverse names for in,1,1,1.0
names for in the,1,1,1.0
for in the past,1,1,1.0
in the past they,2,2,1.0
the past they have,2,2,1.0
past they have been,2,2,1.0
they have been called,2,2,1.0
have been called nearest,2,2,1.0
been called nearest unlike,2,2,1.0
called nearest unlike neighbours,2,2,1.0
nearest unlike neighbours nuns,2,2,1.0
unlike neighbours nuns or,2,2,1.0
neighbours nuns or inverse,2,2,1.0
nuns or inverse classifications,2,2,1.0
or inverse classifications recently,2,2,1.0
inverse classifications recently they,2,2,1.0
classifications recently they have,2,2,1.0
recently they have emerged,2,2,1.0
they have emerged as,2,2,1.0
have emerged as a,2,2,1.0
emerged as a hot,2,2,1.0
as a hot topic,2,2,1.0
a hot topic in,3,3,1.0
hot topic in xai,2,2,1.0
topic in xai because,1,1,1.0
in xai because they,1,1,1.0
xai because they appear,1,1,1.0
because they appear to,1,1,1.0
they appear to have,2,2,1.0
appear to have psychological,2,2,1.0
to have psychological benefits,2,2,1.0
have psychological benefits people,2,2,1.0
psychological benefits people naturally,2,2,1.0
benefits people naturally understand,2,2,1.0
people naturally understand them,2,2,1.0
naturally understand them and,2,2,1.0
understand them and legal,2,2,1.0
them and legal benefits,2,2,1.0
and legal benefits they,2,2,1.0
legal benefits they are,2,2,1.0
benefits they are said,2,2,1.0
they are said to,2,2,1.0
are said to be,2,2,1.0
said to be gdpr,2,2,1.0
to be gdpr compliant,2,2,1.0
be gdpr compliant optimization,2,2,1.0
gdpr compliant optimization techniques,2,2,1.0
compliant optimization techniques are,2,2,1.0
optimization techniques are currently,2,2,1.0
techniques are currently the,2,2,1.0
are currently the most,2,2,1.0
currently the most popular,2,2,1.0
the most popular method,2,2,1.0
most popular method for,2,2,1.0
popular method for computing,2,2,1.0
method for computing counterfactuals,2,2,1.0
for computing counterfactuals given,2,2,1.0
computing counterfactuals given a,2,2,1.0
counterfactuals given a test,2,2,1.0
given a test instance,2,2,1.0
a test instance one,2,2,1.0
test instance one encoding,2,2,1.0
instance one encoding the,2,2,1.0
one encoding the loan,1,1,1.0
encoding the loan refusal,1,1,1.0
the loan refusal these,1,1,1.0
loan refusal these optimization,2,2,1.0
refusal these optimization methods,2,2,1.0
these optimization methods search,2,2,1.0
optimization methods search a,2,2,1.0
methods search a sometimes,2,2,1.0
search a sometimes randomly,1,1,1.0
a sometimes randomly generated,1,1,1.0
sometimes randomly generated space,1,1,1.0
randomly generated space of,1,1,1.0
generated space of perturbations,2,2,1.0
space of perturbations of,2,2,1.0
of perturbations of the,2,2,1.0
perturbations of the query,2,2,1.0
of the query synthetic,2,2,1.0
the query synthetic instances,2,2,1.0
query synthetic instances under,2,2,1.0
synthetic instances under a,2,2,1.0
instances under a loss,2,2,1.0
under a loss function,2,2,1.0
a loss function that,2,2,1.0
loss function that balances,1,1,1.0
function that balances proximity,1,1,1.0
that balances proximity to,1,1,1.0
balances proximity to the,1,1,1.0
proximity to the against,2,2,1.0
to the against proximity,2,2,1.0
the against proximity to,2,2,1.0
against proximity to the,2,2,1.0
proximity to the decision,2,2,1.0
the decision boundary for,2,2,1.0
decision boundary for the,2,2,1.0
boundary for the counterfactual,2,2,1.0
for the counterfactual class,2,2,1.0
the counterfactual class the,2,2,1.0
counterfactual class the class,2,2,1.0
class the class that,2,2,1.0
the class that counters,2,2,1.0
class that counters that,2,2,1.0
that counters that of,2,2,1.0
counters that of the,2,2,1.0
that of the query,2,2,1.0
of the query using,2,2,1.0
the query using a,2,2,1.0
query using a scaled,2,2,1.0
using a scaled wachter,2,2,1.0
a scaled wachter et,2,2,1.0
scaled wachter et s,2,2,1.0
wachter et s seminal,2,2,1.0
et s seminal method,2,2,1.0
s seminal method uses,2,2,1.0
seminal method uses gradient,2,2,1.0
method uses gradient descent,2,2,1.0
uses gradient descent to,2,2,1.0
gradient descent to find,2,2,1.0
descent to find the,2,2,1.0
to find the best,2,2,1.0
find the best counterfactual,2,2,1.0
the best counterfactual instance,1,1,1.0
best counterfactual instance for,1,1,1.0
counterfactual instance for a,1,1,1.0
instance for a query,1,1,1.0
for a query though,2,2,1.0
a query though later,2,2,1.0
query though later models,2,2,1.0
though later models have,2,2,1.0
later models have used,2,2,1.0
models have used other,2,2,1.0
have used other techniques,2,2,1.0
used other techniques genetic,2,2,1.0
other techniques genetic algorithms,2,2,1.0
techniques genetic algorithms mothilal,2,2,1.0
genetic algorithms mothilal et,2,2,1.0
algorithms mothilal et al,2,2,1.0
mothilal et al proposed,2,2,1.0
et al proposed the,4,2,2.0
al proposed the diverse,2,2,1.0
proposed the diverse counterfactual,2,2,1.0
the diverse counterfactual explanations,2,2,1.0
diverse counterfactual explanations dice,2,2,1.0
counterfactual explanations dice method,2,2,1.0
explanations dice method as,2,2,1.0
dice method as an,2,2,1.0
method as an extension,2,2,1.0
as an extension to,2,2,1.0
an extension to generate,2,2,1.0
extension to generate a,2,2,1.0
to generate a set,2,2,1.0
generate a set of,4,2,2.0
a set of counterfactual,1,1,1.0
set of counterfactual candidates,1,1,1.0
of counterfactual candidates avoiding,1,1,1.0
counterfactual candidates avoiding the,2,2,1.0
candidates avoiding the problem,2,2,1.0
avoiding the problem of,2,2,1.0
the problem of generating,2,2,1.0
problem of generating sets,2,2,1.0
of generating sets of,2,2,1.0
generating sets of candidates,2,2,1.0
sets of candidates that,2,2,1.0
of candidates that were,2,2,1.0
candidates that were trivial,2,2,1.0
that were trivial variants,2,2,1.0
were trivial variants on,2,2,1.0
trivial variants on one,2,2,1.0
variants on one another,2,2,1.0
on one another the,2,2,1.0
one another the main,2,2,1.0
another the main problem,2,2,1.0
the main problem with,2,2,1.0
main problem with these,2,2,1.0
problem with these optimization,2,2,1.0
with these optimization methods,1,1,1.0
these optimization methods is,1,1,1.0
optimization methods is that,1,1,1.0
methods is that given,1,1,1.0
is that given their,2,2,1.0
that given their blind,2,2,1.0
given their blind perturbation,2,2,1.0
their blind perturbation of,2,2,1.0
blind perturbation of they,2,2,1.0
perturbation of they sometimes,2,2,1.0
of they sometimes generate,2,2,1.0
they sometimes generate invalid,2,2,1.0
sometimes generate invalid keane,2,2,1.0
generate invalid keane counterfactual,2,2,1.0
invalid keane counterfactual data,2,2,1.0
data augmentation points this,2,2,1.0
augmentation points this defect,2,2,1.0
points this defect has,2,2,1.0
this defect has potentially,2,2,1.0
defect has potentially serious,2,2,1.0
has potentially serious for,2,2,1.0
potentially serious for their,2,2,1.0
serious for their use,2,2,1.0
for their use in,2,2,1.0
their use in the,2,2,1.0
use in the problem,1,1,1.0
in the problem as,1,1,1.0
the problem as it,1,1,1.0
problem as it suggests,2,2,1.0
as it suggests that,2,2,1.0
it suggests that they,2,2,1.0
suggests that they might,2,2,1.0
that they might populate,2,2,1.0
they might populate the,2,2,1.0
might populate the minority,2,2,1.0
populate the minority class,2,2,1.0
minority class with noise,1,1,1.0
class with noise with,1,1,1.0
with noise with negative,1,1,1.0
noise with negative effects,1,1,1.0
with negative effects on,1,1,1.0
negative effects on a,2,2,1.0
effects on a classifier,2,2,1.0
on a classifier s,2,2,1.0
classifier s performance however,2,2,1.0
s performance however a,2,2,1.0
performance however a very,2,2,1.0
however a very different,2,2,1.0
a very different approach,2,2,1.0
very different approach to,2,2,1.0
different approach to counterfactual,2,2,1.0
approach to counterfactual generation,2,2,1.0
to counterfactual generation has,2,2,1.0
counterfactual generation has recently,2,2,1.0
generation has recently been,2,2,1.0
has recently been proposed,2,2,1.0
recently been proposed this,2,2,1.0
been proposed this method,2,2,1.0
proposed this method finds,2,2,1.0
this method finds the,2,2,1.0
method finds the s,2,2,1.0
finds the s that,2,2,1.0
the s that takes,2,2,1.0
s that takes part,2,2,1.0
that takes part in,2,2,1.0
takes part in a,2,2,1.0
part in a explanation,2,2,1.0
in a explanation case,2,2,1.0
a explanation case xc,2,2,1.0
explanation case xc an,2,2,1.0
case xc an explanation,2,2,1.0
xc an explanation case,2,2,1.0
an explanation case captures,2,2,1.0
explanation case captures a,2,2,1.0
case captures a counterfactual,2,2,1.0
captures a counterfactual between,1,1,1.0
a counterfactual between existing,1,1,1.0
counterfactual between existing instances,1,1,1.0
between existing instances in,2,2,1.0
existing instances in the,2,2,1.0
instances in the dataset,2,2,1.0
in the dataset that,2,2,1.0
the dataset that are,2,2,1.0
dataset that are in,2,2,1.0
that are in opposing,2,2,1.0
are in opposing classes,2,2,1.0
in opposing classes either,2,2,1.0
opposing classes either side,2,2,1.0
classes either side of,2,2,1.0
either side of a,4,2,2.0
side of a decision,2,2,1.0
of a decision boundary,2,2,1.0
a decision boundary with,2,2,1.0
decision boundary with the,4,2,2.0
boundary with the constraint,2,2,1.0
with the constraint that,2,2,1.0
the constraint that the,4,2,2.0
constraint that the pair,2,2,1.0
that the pair of,2,2,1.0
the pair of instances,2,2,1.0
pair of instances differ,2,2,1.0
of instances differ by,2,2,1.0
instances differ by at,2,2,1.0
differ by at most,2,2,1.0
by at most two,2,2,1.0
at most two for,1,1,1.0
most two for example,1,1,1.0
two for example the,1,1,1.0
for example the loan,2,2,1.0
example the loan dataset,2,2,1.0
the loan dataset could,2,2,1.0
loan dataset could contain,2,2,1.0
dataset could contain two,2,2,1.0
could contain two existing,2,2,1.0
contain two existing cases,2,2,1.0
two existing cases that,2,2,1.0
existing cases that are,2,2,1.0
cases that are counterfactually,2,2,1.0
that are counterfactually related,2,2,1.0
are counterfactually related one,2,2,1.0
counterfactually related one about,2,2,1.0
related one about a,2,2,1.0
one about a old,2,2,1.0
about a old female,2,2,1.0
a old female accountant,2,2,1.0
old female accountant earning,2,2,1.0
female accountant earning who,2,2,1.0
accountant earning who was,4,2,2.0
earning who was refused,4,2,2.0
who was refused a,4,2,2.0
was refused a loan,4,2,2.0
refused a loan that,2,2,1.0
a loan that is,2,2,1.0
loan that is counterfactually,2,2,1.0
that is counterfactually related,3,2,1.5
is counterfactually related to,3,2,1.5
counterfactually related to another,2,2,1.0
related to another instance,2,2,1.0
to another instance with,2,2,1.0
another instance with a,2,2,1.0
instance with a different,2,2,1.0
with a different outcome,2,2,1.0
a different outcome namely,2,2,1.0
different outcome namely a,2,2,1.0
outcome namely a old,2,2,1.0
namely a old accountant,1,1,1.0
a old accountant earning,1,1,1.0
old accountant earning who,1,1,1.0
earning who was granted,2,2,1.0
who was granted a,2,2,1.0
was granted a loan,2,2,1.0
granted a loan differences,2,2,1.0
a loan differences shown,2,2,1.0
loan differences shown in,2,2,1.0
differences shown in italics,2,2,1.0
shown in italics this,2,2,1.0
in italics this explanatory,2,2,1.0
italics this explanatory case,2,2,1.0
this explanatory case implicitly,2,2,1.0
explanatory case implicitly suggests,2,2,1.0
case implicitly suggests that,2,2,1.0
implicitly suggests that if,2,2,1.0
suggests that if one,2,2,1.0
that if one earns,2,2,1.0
if one earns rather,2,2,1.0
one earns rather than,2,2,1.0
earns rather than then,2,2,1.0
rather than then the,4,2,2.0
than then the loan,4,2,2.0
then the loan is,1,1,1.0
the loan is likely,1,1,1.0
loan is likely to,1,1,1.0
is likely to be,5,3,1.6666666666666667
likely to be granted,2,2,1.0
to be granted rather,2,2,1.0
be granted rather than,2,2,1.0
granted rather than refused,2,2,1.0
rather than refused so,2,2,1.0
than refused so if,2,2,1.0
refused so if i,2,2,1.0
so if i am,4,2,2.0
if i am a,2,2,1.0
i am a old,2,2,1.0
am a old male,2,2,1.0
a old male teacher,2,2,1.0
old male teacher earning,2,2,1.0
male teacher earning who,2,2,1.0
teacher earning who was,2,2,1.0
refused a loan then,2,2,1.0
a loan then this,2,2,1.0
loan then this algorithm,2,2,1.0
then this algorithm could,2,2,1.0
this algorithm could find,2,2,1.0
algorithm could find this,2,2,1.0
could find this as,2,2,1.0
find this as a,2,2,1.0
this as a nearest,2,2,1.0
as a nearest neighbour,2,2,1.0
a nearest neighbour and,2,2,1.0
nearest neighbour and suggest,2,2,1.0
neighbour and suggest that,2,2,1.0
and suggest that if,2,2,1.0
suggest that if this,2,2,1.0
that if this earned,2,2,1.0
if this earned more,2,2,1.0
this earned more rather,2,2,1.0
earned more rather than,2,2,1.0
more rather than then,2,2,1.0
then the loan would,2,2,1.0
the loan would be,2,2,1.0
loan would be granted,2,2,1.0
would be granted in,2,2,1.0
be granted in the,2,2,1.0
granted in the xai,2,2,1.0
in the xai context,2,2,1.0
the xai context this,2,2,1.0
xai context this method,2,2,1.0
context this method has,2,2,1.0
this method has been,2,2,1.0
method has been shown,2,2,1.0
been shown to generate,2,2,1.0
shown to generate close,2,2,1.0
to generate close plausible,2,2,1.0
generate close plausible counterfactuals,2,2,1.0
close plausible counterfactuals and,2,2,1.0
plausible counterfactuals and appears,2,2,1.0
counterfactuals and appears to,2,2,1.0
and appears to avoid,2,2,1.0
appears to avoid the,2,2,1.0
to avoid the pitfalls,2,2,1.0
avoid the pitfalls that,2,2,1.0
the pitfalls that arise,2,2,1.0
pitfalls that arise in,2,2,1.0
that arise in techniques,1,1,1.0
arise in techniques see,1,1,1.0
in techniques see from,1,1,1.0
techniques see from a,2,2,1.0
see from a data,2,2,1.0
from a data augmentation,4,2,2.0
a data augmentation perspective,4,2,2.0
data augmentation perspective this,2,2,1.0
augmentation perspective this method,2,2,1.0
perspective this method can,2,2,1.0
this method can be,3,3,1.0
method can be seen,3,3,1.0
can be seen as,3,3,1.0
be seen as supporting,2,2,1.0
seen as supporting the,2,2,1.0
as supporting the creation,2,2,1.0
supporting the creation of,2,2,1.0
the creation of synthetic,2,2,1.0
creation of synthetic in,2,2,1.0
of synthetic in the,3,3,1.0
the minority class using,9,3,3.0
minority class using information,2,2,1.0
class using information from,2,2,1.0
using information from these,2,2,1.0
information from these known,2,2,1.0
from these known counterfactual,2,2,1.0
these known counterfactual pairs,2,2,1.0
known counterfactual pairs however,2,2,1.0
counterfactual pairs however few,2,2,1.0
pairs however few xai,2,2,1.0
however few xai techniques,2,2,1.0
few xai techniques have,2,2,1.0
xai techniques have been,2,2,1.0
techniques have been applied,2,2,1.0
have been applied to,2,2,1.0
been applied to data,2,2,1.0
applied to data augmentation,2,2,1.0
to data augmentation problems,4,2,2.0
data augmentation problems in,2,2,1.0
augmentation problems in the,2,2,1.0
problems in the next,2,2,1.0
in the next subsection,2,2,1.0
the next subsection we,2,2,1.0
next subsection we briefly,2,2,1.0
subsection we briefly sketch,2,2,1.0
we briefly sketch this,2,2,1.0
briefly sketch this small,2,2,1.0
sketch this small literature,2,2,1.0
this small literature on,2,2,1.0
small literature on the,2,2,1.0
literature on the topic,2,2,1.0
on the topic temraz,2,2,1.0
the topic temraz keane,2,2,1.0
topic temraz keane counterfactual,2,2,1.0
counterfactual data augmentation using,4,2,2.0
data augmentation using counterfactuals,2,2,1.0
augmentation using counterfactuals for,2,2,1.0
using counterfactuals for data,2,2,1.0
counterfactuals for data augmentation,2,2,1.0
for data augmentation beyond,2,2,1.0
data augmentation beyond xai,2,2,1.0
augmentation beyond xai our,2,2,1.0
beyond xai our hypothesis,2,2,1.0
xai our hypothesis is,2,2,1.0
our hypothesis is that,2,2,1.0
hypothesis is that counterfactual,2,2,1.0
is that counterfactual methods,2,2,1.0
that counterfactual methods can,2,2,1.0
counterfactual methods can also,2,2,1.0
methods can also play,2,2,1.0
can also play a,2,2,1.0
also play a role,2,2,1.0
play a role in,2,2,1.0
a role in data,2,2,1.0
role in data to,1,1,1.0
in data to solve,1,1,1.0
data to solve problems,3,2,1.5
to solve problems that,2,2,1.0
solve problems that generated,2,2,1.0
problems that generated synthetic,2,2,1.0
that generated synthetic counterfactual,1,1,1.0
generated synthetic counterfactual cases,1,1,1.0
